event_id,observed_at,txid,input_wallet,output_wallet,amount_sats,fee_sats,script_type,src_ip,src_port,dst_ip,dst_port,latency_ms,peer_count_hint,event_sequence
syn_evt_00000000105e_0000000001fa53ac,2026-07-03T04:01:05.000Z,syn_tx_0000000000000000000000000000105e,syn_w_00000000000001e8,syn_w_0000000000002337,81777,129,P2PKH,198.18.5.50,29912,198.18.12.158,8333,210,16,4190
syn_evt_00000000105f_0000000001fa729b,2026-07-03T04:01:50.000Z,syn_tx_0000000000000000000000000000105f,syn_w_0000000000000abb,syn_w_0000000000000e3e,41342,4,P2PKH,198.18.5.57,18555,198.18.12.175,8333,221,29,4191
syn_evt_000000001060_0000000001fa918a,2026-07-03T04:02:21.000Z,syn_tx_00000000000000000000000000001060,syn_w_0000000000001196,syn_w_000000000000167f,67238,109,P2PKH,198.18.5.64,51448,198.18.12.192,8333,429,23,4192
syn_evt_000000001061_0000000001fab079,2026-07-03T04:03:16.000Z,syn_tx_00000000000000000000000000001061,syn_w_000000000000058e,syn_w_0000000000001812,101166,134,P2WPKH,198.18.5.71,55464,198.18.12.209,8333,425,34,4193
syn_evt_000000001062_0000000001facf68,2026-07-03T04:03:50.000Z,syn_tx_00000000000000000000000000001062,syn_w_0000000000002754,syn_w_0000000000000707,200093,96,P2PKH,198.18.5.78,43575,198.18.12.226,8333,437,17,4194
syn_evt_000000001063_0000000001faee57,2026-07-03T04:04:56.000Z,syn_tx_00000000000000000000000000001063,syn_w_00000000000019f3,syn_w_0000000000000792,284849,379,P2WPKH,198.18.5.85,46774,198.18.12.243,8333,313,13,4195
syn_evt_000000001064_0000000001fb0d46,2026-07-03T04:05:51.000Z,syn_tx_00000000000000000000000000001064,syn_w_0000000000002774,syn_w_00000000000001b8,96825,14,P2WPKH,198.18.5.92,12986,198.18.13.4,8333,254,21,4196
syn_evt_000000001065_0000000001fb2c35,2026-07-03T04:06:17.000Z,syn_tx_00000000000000000000000000001065,syn_w_0000000000000ca4,syn_w_000000000000269f,51206,26,P2WPKH,198.18.5.99,38911,198.18.13.21,8333,290,28,4197
syn_evt_000000001066_0000000001fb4b24,2026-07-03T04:07:04.000Z,syn_tx_00000000000000000000000000001066,syn_w_000000000000249a,syn_w_0000000000000222,699770,997,TAPROOT,198.18.5.106,37669,198.18.13.38,8333,285,15,4198
syn_evt_000000001067_0000000001fb6a13,2026-07-03T04:07:50.000Z,syn_tx_00000000000000000000000000001067,syn_w_000000000000029d,syn_w_0000000000000dd3,158881,38,P2SH,198.18.5.113,59630,198.18.13.55,8333,72,30,4199
syn_evt_000000001068_0000000001fb8902,2026-07-03T04:08:40.000Z,syn_tx_00000000000000000000000000001068,syn_w_0000000000000317,syn_w_0000000000002140,188892,166,P2PKH,198.18.5.120,46482,198.18.13.72,8333,430,24,4200
syn_evt_000000001069_0000000001fba7f1,2026-07-03T04:09:32.000Z,syn_tx_00000000000000000000000000001069,syn_w_0000000000002954,syn_w_0000000000001475,144495,89,P2PKH,198.18.5.127,27884,198.18.13.89,8333,310,22,4201
syn_evt_00000000106a_0000000001fbc6e0,2026-07-03T04:09:57.000Z,syn_tx_0000000000000000000000000000106a,syn_w_00000000000029ab,syn_w_00000000000003f6,33234,45,P2SH,198.18.5.134,13760,198.18.13.106,8333,447,7,4202
syn_evt_00000000106b_0000000001fbe5cf,2026-07-03T04:10:47.000Z,syn_tx_0000000000000000000000000000106b,syn_w_0000000000000338,syn_w_00000000000022c3,323742,338,P2PKH,198.18.5.141,49318,198.18.13.123,8333,176,35,4203
syn_evt_00000000106c_0000000001fc04be,2026-07-03T04:11:38.000Z,syn_tx_0000000000000000000000000000106c,syn_w_00000000000005b0,syn_w_000000000000044a,221279,295,P2WPKH,198.18.5.148,43520,198.18.13.140,8333,320,25,4204
syn_evt_00000000106d_0000000001fc23ad,2026-07-03T04:12:22.000Z,syn_tx_0000000000000000000000000000106d,syn_w_00000000000024b1,syn_w_0000000000002e7b,67331,32,P2SH,198.18.5.155,50423,198.18.13.157,8333,329,10,4205
syn_evt_00000000106e_0000000001fc429c,2026-07-03T04:13:03.000Z,syn_tx_0000000000000000000000000000106e,syn_w_0000000000002af7,syn_w_0000000000001c68,179980,279,P2WSH,198.18.5.162,15734,198.18.13.174,8333,461,6,4206
syn_evt_00000000106f_0000000001fc618b,2026-07-03T04:13:31.000Z,syn_tx_0000000000000000000000000000106f,syn_w_0000000000000a49,syn_w_0000000000000740,211588,323,P2PKH,198.18.5.169,48233,198.18.13.191,8333,276,32,4207
syn_evt_000000001070_0000000001fc807a,2026-07-03T04:14:21.000Z,syn_tx_00000000000000000000000000001070,syn_w_0000000000001ded,syn_w_000000000000278e,318413,562,TAPROOT,198.18.5.176,34165,198.18.13.208,8333,364,18,4208
syn_evt_000000001071_0000000001fc9f69,2026-07-03T04:15:11.000Z,syn_tx_00000000000000000000000000001071,syn_w_0000000000000178,syn_w_0000000000002d3b,221724,24,P2PKH,198.18.5.183,21745,198.18.13.225,8333,378,13,4209
syn_evt_000000001072_0000000001fcbe58,2026-07-03T04:16:10.000Z,syn_tx_00000000000000000000000000001072,syn_w_0000000000000525,syn_w_0000000000001c87,147100,209,P2WPKH,198.18.5.190,49865,198.18.13.242,8333,291,28,4210
syn_evt_000000001073_0000000001fcdd47,2026-07-03T04:16:58.000Z,syn_tx_00000000000000000000000000001073,syn_w_0000000000001945,syn_w_000000000000290e,41166,75,P2PKH,198.18.5.197,54706,198.18.14.3,8333,262,21,4211
syn_evt_000000001074_0000000001fcfc36,2026-07-03T04:17:43.000Z,syn_tx_00000000000000000000000000001074,syn_w_0000000000001c50,syn_w_0000000000000c20,173463,274,P2WPKH,198.18.5.204,57481,198.18.14.20,8333,346,31,4212
syn_evt_000000001075_0000000001fd1b25,2026-07-03T04:18:28.000Z,syn_tx_00000000000000000000000000001075,syn_w_00000000000025c1,syn_w_00000000000015dc,178250,275,P2PKH,198.18.5.211,48149,198.18.14.37,8333,347,17,4213
syn_evt_000000001076_0000000001fd3a14,2026-07-03T04:19:06.000Z,syn_tx_00000000000000000000000000001076,syn_w_000000000000063b,syn_w_00000000000010fd,85337,5,P2WPKH,198.18.5.218,14029,198.18.14.54,8333,315,9,4214
syn_evt_000000001077_0000000001fd5903,2026-07-03T04:19:59.000Z,syn_tx_00000000000000000000000000001077,syn_w_00000000000016d7,syn_w_0000000000000473,135260,166,P2PKH,198.18.5.225,21472,198.18.14.71,8333,360,19,4215
syn_evt_000000001078_0000000001fd77f2,2026-07-03T04:20:32.000Z,syn_tx_00000000000000000000000000001078,syn_w_0000000000000d9b,syn_w_0000000000000083,109172,84,TAPROOT,198.18.5.232,23592,198.18.14.88,8333,268,6,4216
syn_evt_000000001079_0000000001fd96e1,2026-07-03T04:21:29.000Z,syn_tx_00000000000000000000000000001079,syn_w_0000000000000a7a,syn_w_0000000000000cde,263792,31,P2WPKH,198.18.5.239,15397,198.18.14.105,8333,455,17,4217
syn_evt_00000000107a_0000000001fdb5d0,2026-07-03T04:21:52.000Z,syn_tx_0000000000000000000000000000107a,syn_w_000000000000137d,syn_w_00000000000004df,381128,367,P2SH,198.18.5.246,27892,198.18.14.122,8333,249,32,4218
syn_evt_00000000107b_0000000001fdd4bf,2026-07-03T04:22:44.000Z,syn_tx_0000000000000000000000000000107b,syn_w_0000000000002e1d,syn_w_000000000000005c,860882,779,TAPROOT,198.18.5.253,39186,198.18.14.139,8333,236,36,4219
syn_evt_00000000107c_0000000001fdf3ae,2026-07-03T04:23:30.000Z,syn_tx_0000000000000000000000000000107c,syn_w_0000000000001cc6,syn_w_0000000000001124,183979,289,P2PKH,198.18.6.4,28478,198.18.14.156,8333,306,34,4220
syn_evt_00000000107d_0000000001fe129d,2026-07-03T04:23:58.000Z,syn_tx_0000000000000000000000000000107d,syn_w_000000000000013f,syn_w_000000000000229c,175593,100,P2WSH,198.18.6.11,14577,198.18.14.173,8333,452,25,4221
syn_evt_00000000107e_0000000001fe318c,2026-07-03T04:25:01.000Z,syn_tx_0000000000000000000000000000107e,syn_w_0000000000001a4c,syn_w_0000000000001e7f,75585,146,P2PKH,198.18.6.18,31502,198.18.14.190,8333,323,16,4222
syn_evt_00000000107f_0000000001fe507b,2026-07-03T04:25:43.000Z,syn_tx_0000000000000000000000000000107f,syn_w_0000000000002053,syn_w_0000000000000b7b,255850,279,P2PKH,198.18.6.25,17952,198.18.14.207,8333,373,11,4223
syn_evt_000000001080_0000000001fe6f6a,2026-07-03T04:26:09.000Z,syn_tx_00000000000000000000000000001080,syn_w_00000000000029f6,syn_w_0000000000002a91,39170,73,P2PKH,198.18.6.32,23804,198.18.14.224,8333,242,16,4224
syn_evt_000000001081_0000000001fe8e59,2026-07-03T04:27:09.000Z,syn_tx_00000000000000000000000000001081,syn_w_000000000000291d,syn_w_0000000000001e49,233390,110,TAPROOT,198.18.6.39,44489,198.18.14.241,8333,427,9,4225
syn_evt_000000001082_0000000001fead48,2026-07-03T04:27:49.000Z,syn_tx_00000000000000000000000000001082,syn_w_0000000000001689,syn_w_0000000000001f22,26188,28,P2PKH,198.18.6.46,20915,198.18.15.2,8333,188,13,4226
syn_evt_000000001083_0000000001fecc37,2026-07-03T04:28:56.000Z,syn_tx_00000000000000000000000000001083,syn_w_00000000000016b6,syn_w_0000000000000cef,124759,69,P2WPKH,198.18.6.53,38367,198.18.15.19,8333,497,8,4227
syn_evt_000000001084_0000000001feeb26,2026-07-03T04:29:32.000Z,syn_tx_00000000000000000000000000001084,syn_w_0000000000002309,syn_w_000000000000231b,139206,32,P2SH,198.18.6.60,13348,198.18.15.36,8333,288,33,4228
syn_evt_000000001085_0000000001ff0a15,2026-07-03T04:30:11.000Z,syn_tx_00000000000000000000000000001085,syn_w_00000000000001df,syn_w_00000000000013ee,65422,8,P2PKH,198.18.6.67,31950,198.18.15.53,8333,262,34,4229
syn_evt_000000001086_0000000001ff2904,2026-07-03T04:30:52.000Z,syn_tx_00000000000000000000000000001086,syn_w_0000000000001e6f,syn_w_000000000000194f,36245,57,P2PKH,198.18.6.74,47996,198.18.15.70,8333,233,32,4230
syn_evt_000000001087_0000000001ff47f3,2026-07-03T04:31:32.000Z,syn_tx_00000000000000000000000000001087,syn_w_0000000000000d34,syn_w_0000000000001ad4,673854,462,P2WPKH,198.18.6.81,36800,198.18.15.87,8333,429,21,4231
syn_evt_000000001088_0000000001ff66e2,2026-07-03T04:32:39.000Z,syn_tx_00000000000000000000000000001088,syn_w_0000000000000fea,syn_w_0000000000001da9,99395,78,TAPROOT,198.18.6.88,12816,198.18.15.104,8333,375,34,4232
syn_evt_000000001089_0000000001ff85d1,2026-07-03T04:33:08.000Z,syn_tx_00000000000000000000000000001089,syn_w_0000000000000b49,syn_w_0000000000002880,94925,186,P2WPKH,198.18.6.95,19877,198.18.15.121,8333,374,30,4233
syn_evt_00000000108a_0000000001ffa4c0,2026-07-03T04:34:08.000Z,syn_tx_0000000000000000000000000000108a,syn_w_0000000000000853,syn_w_0000000000001182,121408,78,P2PKH,198.18.6.102,44254,198.18.15.138,8333,383,36,4234
syn_evt_00000000108b_0000000001ffc3af,2026-07-03T04:34:25.000Z,syn_tx_0000000000000000000000000000108b,syn_w_0000000000001e06,syn_w_00000000000006eb,243122,141,P2PKH,198.18.6.109,47605,198.18.15.155,8333,298,35,4235
syn_evt_00000000108c_0000000001ffe29e,2026-07-03T04:35:34.000Z,syn_tx_0000000000000000000000000000108c,syn_w_0000000000000c97,syn_w_0000000000000a9b,948057,1267,P2WSH,198.18.6.116,48316,198.18.0.12,8333,323,21,4236
syn_evt_00000000108d_000000000200018d,2026-07-03T04:36:17.000Z,syn_tx_0000000000000000000000000000108d,syn_w_000000000000199e,syn_w_0000000000002250,688339,488,P2PKH,198.18.6.123,28014,198.18.0.29,8333,303,36,4237
syn_evt_00000000108e_000000000200207c,2026-07-03T04:36:48.000Z,syn_tx_0000000000000000000000000000108e,syn_w_0000000000002429,syn_w_0000000000000824,1853213,2702,P2WPKH,198.18.6.130,43453,198.18.0.46,8333,337,30,4238
syn_evt_00000000108f_0000000002003f6b,2026-07-03T04:37:19.000Z,syn_tx_0000000000000000000000000000108f,syn_w_0000000000000c4e,syn_w_0000000000002774,553376,33,P2PKH,198.18.6.137,33606,198.18.0.63,8333,358,11,4239
syn_evt_000000001090_0000000002005e5a,2026-07-03T04:38:29.000Z,syn_tx_00000000000000000000000000001090,syn_w_0000000000002d3c,syn_w_0000000000002288,245121,388,TAPROOT,198.18.6.144,52271,198.18.0.80,8333,469,33,4240
syn_evt_000000001091_0000000002007d49,2026-07-03T04:39:18.000Z,syn_tx_00000000000000000000000000001091,syn_w_00000000000015c1,syn_w_0000000000001903,189662,354,P2SH,198.18.6.151,36591,198.18.0.97,8333,357,8,4241
syn_evt_000000001092_0000000002009c38,2026-07-03T04:39:57.000Z,syn_tx_00000000000000000000000000001092,syn_w_0000000000002365,syn_w_0000000000000351,91577,5,P2WPKH,198.18.6.158,44515,198.18.0.114,8333,285,7,4242
syn_evt_000000001093_000000000200bb27,2026-07-03T04:40:52.000Z,syn_tx_00000000000000000000000000001093,syn_w_000000000000033d,syn_w_0000000000000b3e,474823,604,P2PKH,198.18.6.165,31278,198.18.0.131,8333,472,30,4243
syn_evt_000000001094_000000000200da16,2026-07-03T04:41:15.000Z,syn_tx_00000000000000000000000000001094,syn_w_0000000000002388,syn_w_0000000000000b54,59388,13,P2WPKH,198.18.6.172,55148,198.18.0.148,8333,316,37,4244
syn_evt_000000001095_000000000200f905,2026-07-03T04:42:06.000Z,syn_tx_00000000000000000000000000001095,syn_w_0000000000001389,syn_w_0000000000000f48,71723,140,TAPROOT,198.18.6.179,19969,198.18.0.165,8333,326,18,4245
syn_evt_000000001096_00000000020117f4,2026-07-03T04:43:05.000Z,syn_tx_00000000000000000000000000001096,syn_w_0000000000000614,syn_w_0000000000001ce7,514410,743,P2WPKH,198.18.6.186,46305,198.18.0.182,8333,266,9,4246
syn_evt_000000001097_00000000020136e3,2026-07-03T04:43:36.000Z,syn_tx_00000000000000000000000000001097,syn_w_000000000000003e,syn_w_0000000000000bcb,257090,473,P2PKH,198.18.6.193,53337,198.18.0.199,8333,357,17,4247
syn_evt_000000001098_00000000020155d2,2026-07-03T04:44:24.000Z,syn_tx_00000000000000000000000000001098,syn_w_0000000000001626,syn_w_00000000000021b1,116178,62,P2PKH,198.18.6.200,30801,198.18.0.216,8333,283,12,4248
syn_evt_000000001099_00000000020174c1,2026-07-03T04:44:56.000Z,syn_tx_00000000000000000000000000001099,syn_w_0000000000002bfb,syn_w_000000000000067e,449816,84,P2WPKH,198.18.6.207,53464,198.18.0.233,8333,415,12,4249
syn_evt_00000000109a_00000000020193b0,2026-07-03T04:45:33.000Z,syn_tx_0000000000000000000000000000109a,syn_w_0000000000001b20,syn_w_000000000000151b,170374,55,TAPROOT,198.18.6.214,24766,198.18.0.250,8333,451,18,4250
syn_evt_00000000109b_000000000201b29f,2026-07-03T04:46:38.000Z,syn_tx_0000000000000000000000000000109b,syn_w_0000000000001cf5,syn_w_0000000000001e61,83353,148,P2WSH,198.18.6.221,49394,198.18.1.11,8333,438,14,4251
syn_evt_00000000109c_000000000201d18e,2026-07-03T04:47:07.000Z,syn_tx_0000000000000000000000000000109c,syn_w_00000000000015bb,syn_w_00000000000020b5,188211,252,P2SH,198.18.6.228,16578,198.18.1.28,8333,218,15,4252
syn_evt_00000000109d_000000000201f07d,2026-07-03T04:47:45.000Z,syn_tx_0000000000000000000000000000109d,syn_w_0000000000001d8d,syn_w_000000000000213e,53011,105,P2PKH,198.18.6.235,55944,198.18.1.45,8333,220,20,4253
syn_evt_00000000109e_0000000002020f6c,2026-07-03T04:48:51.000Z,syn_tx_0000000000000000000000000000109e,syn_w_0000000000000e72,syn_w_0000000000001ab2,241121,48,P2PKH,198.18.6.242,21452,198.18.1.62,8333,456,11,4254
syn_evt_00000000109f_0000000002022e5b,2026-07-03T04:49:24.000Z,syn_tx_0000000000000000000000000000109f,syn_w_00000000000010fa,syn_w_0000000000001416,150460,53,P2WPKH,198.18.6.249,52408,198.18.1.79,8333,218,39,4255
syn_evt_0000000010a0_0000000002024d4a,2026-07-03T04:50:01.000Z,syn_tx_000000000000000000000000000010a0,syn_w_0000000000002e29,syn_w_000000000000084b,589688,757,TAPROOT,198.18.7.0,44272,198.18.1.96,8333,340,37,4256
syn_evt_0000000010a1_0000000002026c39,2026-07-03T04:50:48.000Z,syn_tx_000000000000000000000000000010a1,syn_w_00000000000010ea,syn_w_0000000000002b5e,164934,85,P2SH,198.18.7.7,32454,198.18.1.113,8333,561,13,4257
syn_evt_0000000010a2_0000000002028b28,2026-07-03T04:51:45.000Z,syn_tx_000000000000000000000000000010a2,syn_w_0000000000002e2b,syn_w_0000000000002bc2,295377,218,P2WSH,198.18.7.14,34200,198.18.1.130,8333,343,17,4258
syn_evt_0000000010a3_000000000202aa17,2026-07-03T04:52:35.000Z,syn_tx_000000000000000000000000000010a3,syn_w_000000000000032b,syn_w_0000000000000ad3,398558,761,P2WPKH,198.18.7.21,43468,198.18.1.147,8333,336,10,4259
syn_evt_0000000010a4_000000000202c906,2026-07-03T04:52:59.000Z,syn_tx_000000000000000000000000000010a4,syn_w_0000000000001f8b,syn_w_0000000000000603,46336,34,P2WPKH,198.18.7.28,14803,198.18.1.164,8333,338,13,4260
syn_evt_0000000010a5_000000000202e7f5,2026-07-03T04:54:12.000Z,syn_tx_000000000000000000000000000010a5,syn_w_000000000000050d,syn_w_000000000000145c,231587,188,P2WPKH,198.18.7.35,34386,198.18.1.181,8333,291,23,4261
syn_evt_0000000010a6_00000000020306e4,2026-07-03T04:54:29.000Z,syn_tx_000000000000000000000000000010a6,syn_w_000000000000277a,syn_w_000000000000230b,344038,155,P2PKH,198.18.7.42,15078,198.18.1.198,8333,294,35,4262
syn_evt_0000000010a7_00000000020325d3,2026-07-03T04:55:17.000Z,syn_tx_000000000000000000000000000010a7,syn_w_000000000000220e,syn_w_0000000000002094,68975,108,P2WSH,198.18.7.49,32268,198.18.1.215,8333,409,9,4263
syn_evt_0000000010a8_00000000020344c2,2026-07-03T04:56:12.000Z,syn_tx_000000000000000000000000000010a8,syn_w_0000000000002bc5,syn_w_00000000000014e9,98804,169,P2PKH,198.18.7.56,26970,198.18.1.232,8333,186,21,4264
syn_evt_0000000010a9_00000000020363b1,2026-07-03T04:57:10.000Z,syn_tx_000000000000000000000000000010a9,syn_w_00000000000005ba,syn_w_000000000000091c,202483,325,P2PKH,198.18.7.63,43844,198.18.1.249,8333,120,20,4265
syn_evt_0000000010aa_00000000020382a0,2026-07-03T04:57:45.000Z,syn_tx_000000000000000000000000000010aa,syn_w_0000000000001f5b,syn_w_000000000000144a,326995,475,P2PKH,198.18.7.70,50014,198.18.2.10,8333,615,24,4266
syn_evt_0000000010ab_000000000203a18f,2026-07-03T04:58:43.000Z,syn_tx_000000000000000000000000000010ab,syn_w_000000000000060b,syn_w_0000000000002213,733321,633,P2WSH,198.18.7.77,56521,198.18.2.27,8333,417,21,4267
syn_evt_0000000010ac_000000000203c07e,2026-07-03T04:59:19.000Z,syn_tx_000000000000000000000000000010ac,syn_w_00000000000015df,syn_w_0000000000000e1c,14710,14,P2PKH,198.18.7.84,26140,198.18.2.44,8333,105,25,4268
syn_evt_0000000010ad_000000000203df6d,2026-07-03T04:59:54.000Z,syn_tx_000000000000000000000000000010ad,syn_w_00000000000011f4,syn_w_0000000000000452,1246765,605,P2WSH,198.18.7.91,58992,198.18.2.61,8333,158,12,4269
syn_evt_0000000010ae_000000000203fe5c,2026-07-03T05:00:45.000Z,syn_tx_000000000000000000000000000010ae,syn_w_0000000000000047,syn_w_0000000000000ce1,104542,160,P2WPKH,198.18.7.98,22261,198.18.2.78,8333,576,10,4270
syn_evt_0000000010af_0000000002041d4b,2026-07-03T05:01:18.000Z,syn_tx_000000000000000000000000000010af,syn_w_0000000000002678,syn_w_000000000000166b,255146,121,P2PKH,198.18.7.105,14496,198.18.2.95,8333,299,5,4271
syn_evt_0000000010b0_0000000002043c3a,2026-07-03T05:02:14.000Z,syn_tx_000000000000000000000000000010b0,syn_w_0000000000001672,syn_w_00000000000017b2,1011911,750,P2WPKH,198.18.7.112,19746,198.18.2.112,8333,406,34,4272
syn_evt_0000000010b1_0000000002045b29,2026-07-03T05:03:00.000Z,syn_tx_000000000000000000000000000010b1,syn_w_0000000000000128,syn_w_000000000000234c,94185,168,P2WPKH,198.18.7.119,35811,198.18.2.129,8333,184,19,4273
syn_evt_0000000010b2_0000000002047a18,2026-07-03T05:03:33.000Z,syn_tx_000000000000000000000000000010b2,syn_w_0000000000000893,syn_w_00000000000020ab,612086,680,P2WPKH,198.18.7.126,34988,198.18.2.146,8333,344,24,4274
syn_evt_0000000010b3_0000000002049907,2026-07-03T05:04:12.000Z,syn_tx_000000000000000000000000000010b3,syn_w_0000000000001d5f,syn_w_0000000000002420,227016,274,TAPROOT,198.18.7.133,22029,198.18.2.163,8333,358,8,4275
syn_evt_0000000010b4_000000000204b7f6,2026-07-03T05:05:01.000Z,syn_tx_000000000000000000000000000010b4,syn_w_0000000000001384,syn_w_0000000000002d88,63770,37,P2SH,198.18.7.140,35715,198.18.2.180,8333,391,8,4276
syn_evt_0000000010b5_000000000204d6e5,2026-07-03T05:05:42.000Z,syn_tx_000000000000000000000000000010b5,syn_w_00000000000024e5,syn_w_0000000000001994,806318,1534,P2PKH,198.18.7.147,21859,198.18.2.197,8333,315,6,4277
syn_evt_0000000010b6_000000000204f5d4,2026-07-03T05:06:31.000Z,syn_tx_000000000000000000000000000010b6,syn_w_000000000000232f,syn_w_0000000000001e2a,338931,268,P2SH,198.18.7.154,38704,198.18.2.214,8333,293,40,4278
syn_evt_0000000010b7_00000000020514c3,2026-07-03T05:07:41.000Z,syn_tx_000000000000000000000000000010b7,syn_w_000000000000283e,syn_w_00000000000017b6,76104,81,P2WSH,198.18.7.161,57049,198.18.2.231,8333,191,39,4279
syn_evt_0000000010b8_00000000020533b2,2026-07-03T05:08:11.000Z,syn_tx_000000000000000000000000000010b8,syn_w_0000000000000130,syn_w_000000000000207c,674053,479,P2PKH,198.18.7.168,36758,198.18.2.248,8333,365,6,4280
syn_evt_0000000010b9_00000000020552a1,2026-07-03T05:08:49.000Z,syn_tx_000000000000000000000000000010b9,syn_w_0000000000000429,syn_w_000000000000145d,90849,130,P2WPKH,198.18.7.175,31413,198.18.3.9,8333,442,13,4281
syn_evt_0000000010ba_0000000002057190,2026-07-03T05:09:23.000Z,syn_tx_000000000000000000000000000010ba,syn_w_0000000000001544,syn_w_0000000000001f38,180107,44,P2PKH,198.18.7.182,21436,198.18.3.26,8333,355,13,4282
syn_evt_0000000010bb_000000000205907f,2026-07-03T05:10:07.000Z,syn_tx_000000000000000000000000000010bb,syn_w_0000000000002b0d,syn_w_000000000000131f,183004,165,P2PKH,198.18.7.189,20722,198.18.3.43,8333,259,33,4283
syn_evt_0000000010bc_000000000205af6e,2026-07-03T05:11:05.000Z,syn_tx_000000000000000000000000000010bc,syn_w_00000000000026d7,syn_w_0000000000001421,619640,837,P2PKH,198.18.7.196,23013,198.18.3.60,8333,424,7,4284
syn_evt_0000000010bd_000000000205ce5d,2026-07-03T05:11:59.000Z,syn_tx_000000000000000000000000000010bd,syn_w_0000000000001e14,syn_w_0000000000001be9,257177,198,P2PKH,198.18.7.203,43436,198.18.3.77,8333,518,11,4285
syn_evt_0000000010be_000000000205ed4c,2026-07-03T05:12:27.000Z,syn_tx_000000000000000000000000000010be,syn_w_0000000000001290,syn_w_0000000000002bbc,79323,118,P2SH,198.18.7.210,19115,198.18.3.94,8333,336,7,4286
syn_evt_0000000010bf_0000000002060c3b,2026-07-03T05:13:29.000Z,syn_tx_000000000000000000000000000010bf,syn_w_000000000000038e,syn_w_00000000000013b8,700828,1244,P2PKH,198.18.7.217,24065,198.18.3.111,8333,249,17,4287
syn_evt_0000000010c0_0000000002062b2a,2026-07-03T05:14:14.000Z,syn_tx_000000000000000000000000000010c0,syn_w_0000000000000a30,syn_w_00000000000010ab,93348,66,P2PKH,198.18.7.224,31210,198.18.3.128,8333,379,30,4288
syn_evt_0000000010c1_0000000002064a19,2026-07-03T05:14:52.000Z,syn_tx_000000000000000000000000000010c1,syn_w_00000000000003da,syn_w_0000000000002bd1,537513,339,P2SH,198.18.7.231,55441,198.18.3.145,8333,237,18,4289
syn_evt_0000000010c2_0000000002066908,2026-07-03T05:15:51.000Z,syn_tx_000000000000000000000000000010c2,syn_w_00000000000009c6,syn_w_0000000000001d55,1130708,725,P2PKH,198.18.7.238,18143,198.18.3.162,8333,190,5,4290
syn_evt_0000000010c3_00000000020687f7,2026-07-03T05:16:24.000Z,syn_tx_000000000000000000000000000010c3,syn_w_0000000000000323,syn_w_000000000000173f,68218,13,P2PKH,198.18.7.245,17478,198.18.3.179,8333,567,17,4291
syn_evt_0000000010c4_000000000206a6e6,2026-07-03T05:17:15.000Z,syn_tx_000000000000000000000000000010c4,syn_w_0000000000001adc,syn_w_00000000000004a8,458877,533,P2PKH,198.18.7.252,14423,198.18.3.196,8333,270,26,4292
syn_evt_0000000010c5_000000000206c5d5,2026-07-03T05:17:40.000Z,syn_tx_000000000000000000000000000010c5,syn_w_000000000000075d,syn_w_0000000000002996,724985,1097,P2SH,198.18.8.3,31095,198.18.3.213,8333,308,34,4293
syn_evt_0000000010c6_000000000206e4c4,2026-07-03T05:18:49.000Z,syn_tx_000000000000000000000000000010c6,syn_w_00000000000003ee,syn_w_0000000000000a0a,382997,750,P2WPKH,198.18.8.10,57470,198.18.3.230,8333,430,6,4294
syn_evt_0000000010c7_00000000020703b3,2026-07-03T05:19:19.000Z,syn_tx_000000000000000000000000000010c7,syn_w_00000000000020ca,syn_w_0000000000001b12,1254039,1461,P2PKH,198.18.8.17,44089,198.18.3.247,8333,254,22,4295
syn_evt_0000000010c8_00000000020722a2,2026-07-03T05:19:48.000Z,syn_tx_000000000000000000000000000010c8,syn_w_00000000000014c6,syn_w_00000000000020fc,105107,8,P2SH,198.18.8.24,47327,198.18.4.8,8333,423,37,4296
syn_evt_0000000010c9_0000000002074191,2026-07-03T05:20:52.000Z,syn_tx_000000000000000000000000000010c9,syn_w_00000000000027bb,syn_w_0000000000000368,920222,1246,P2SH,198.18.8.31,14329,198.18.4.25,8333,351,31,4297
syn_evt_0000000010ca_0000000002076080,2026-07-03T05:21:32.000Z,syn_tx_000000000000000000000000000010ca,syn_w_0000000000001db1,syn_w_000000000000085e,183575,89,P2PKH,198.18.8.38,58914,198.18.4.42,8333,402,10,4298
syn_evt_0000000010cb_0000000002077f6f,2026-07-03T05:22:05.000Z,syn_tx_000000000000000000000000000010cb,syn_w_0000000000002c45,syn_w_0000000000001334,135990,249,P2WPKH,198.18.8.45,58480,198.18.4.59,8333,403,37,4299
syn_evt_0000000010cc_0000000002079e5e,2026-07-03T05:22:46.000Z,syn_tx_000000000000000000000000000010cc,syn_w_0000000000002305,syn_w_00000000000017a1,1058291,1944,P2WPKH,198.18.8.52,32888,198.18.4.76,8333,260,37,4300
syn_evt_0000000010cd_000000000207bd4d,2026-07-03T05:23:54.000Z,syn_tx_000000000000000000000000000010cd,syn_w_0000000000002b3f,syn_w_00000000000023aa,131957,175,P2PKH,198.18.8.59,33434,198.18.4.93,8333,132,8,4301
syn_evt_0000000010ce_000000000207dc3c,2026-07-03T05:24:37.000Z,syn_tx_000000000000000000000000000010ce,syn_w_0000000000001b2e,syn_w_0000000000001c25,459948,571,P2PKH,198.18.8.66,49134,198.18.4.110,8333,454,8,4302
