event_id,entity_type,entity_id,window_end,is_anomalous,scenario_id,severity_truth
syn_evt_00000000e48a_000000001b9d90c0,wallet,syn_w_000000000000070e,2026-07-05T00:01:25.000Z,1,RAPID_HOP,critical
syn_evt_00000000e48b_000000001b9dafaf,wallet,syn_w_000000000000070f,2026-07-05T00:01:42.000Z,1,RAPID_HOP,critical
syn_evt_00000000e48c_000000001b9dce9e,wallet,syn_w_0000000000000710,2026-07-05T00:01:59.000Z,1,RAPID_HOP,critical
syn_evt_00000000e48d_000000001b9ded8d,wallet,syn_w_0000000000000711,2026-07-05T00:02:16.000Z,1,RAPID_HOP,critical
syn_evt_00000000e48e_000000001b9e0c7c,wallet,syn_w_0000000000000712,2026-07-05T00:02:33.000Z,1,RAPID_HOP,critical
syn_evt_00000000e48f_000000001b9e2b6b,wallet,syn_w_0000000000000709,2026-07-05T00:02:50.000Z,1,RAPID_HOP,critical
syn_evt_00000000e490_000000001b9e4a5a,wallet,syn_w_000000000000070a,2026-07-05T00:03:07.000Z,1,RAPID_HOP,critical
syn_evt_00000000e491_000000001b9e6949,wallet,syn_w_000000000000070b,2026-07-05T00:03:24.000Z,1,RAPID_HOP,critical
syn_evt_00000000e492_000000001b9e8838,wallet,syn_w_000000000000070c,2026-07-05T00:03:41.000Z,1,RAPID_HOP,critical
syn_evt_00000000e493_000000001b9ea727,wallet,syn_w_000000000000070d,2026-07-05T00:03:58.000Z,1,RAPID_HOP,critical
syn_evt_00000000e494_000000001b9ec616,wallet,syn_w_000000000000070e,2026-07-05T00:04:15.000Z,1,RAPID_HOP,critical
syn_evt_00000000e495_000000001b9ee505,wallet,syn_w_000000000000070f,2026-07-05T00:04:32.000Z,1,RAPID_HOP,critical
syn_evt_00000000e496_000000001b9f03f4,wallet,syn_w_0000000000000710,2026-07-05T00:04:49.000Z,1,RAPID_HOP,critical
syn_evt_00000000e497_000000001b9f22e3,wallet,syn_w_0000000000000711,2026-07-05T00:05:06.000Z,1,RAPID_HOP,critical
syn_evt_00000000e498_000000001b9f41d2,wallet,syn_w_0000000000000712,2026-07-05T00:05:23.000Z,1,RAPID_HOP,critical
syn_evt_00000000e499_000000001b9f60c1,wallet,syn_w_0000000000000709,2026-07-05T00:05:40.000Z,1,RAPID_HOP,critical
syn_evt_00000000e49a_000000001b9f7fb0,wallet,syn_w_000000000000070a,2026-07-05T00:05:57.000Z,1,RAPID_HOP,critical
syn_evt_00000000e49b_000000001b9f9e9f,wallet,syn_w_000000000000070b,2026-07-05T00:06:14.000Z,1,RAPID_HOP,critical
syn_evt_00000000e49c_000000001b9fbd8e,wallet,syn_w_000000000000070c,2026-07-05T00:06:31.000Z,1,RAPID_HOP,critical
syn_evt_00000000e49d_000000001b9fdc7d,wallet,syn_w_000000000000070d,2026-07-05T00:06:48.000Z,1,RAPID_HOP,critical
syn_evt_00000000e49e_000000001b9ffb6c,wallet,syn_w_000000000000070e,2026-07-05T00:07:05.000Z,1,RAPID_HOP,critical
syn_evt_00000000e49f_000000001ba01a5b,wallet,syn_w_000000000000070f,2026-07-05T00:07:22.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a0_000000001ba0394a,wallet,syn_w_0000000000000710,2026-07-05T00:07:39.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a1_000000001ba05839,wallet,syn_w_0000000000000711,2026-07-05T00:07:56.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a2_000000001ba07728,wallet,syn_w_0000000000000712,2026-07-05T00:08:13.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a3_000000001ba09617,wallet,syn_w_0000000000000709,2026-07-05T00:08:30.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a4_000000001ba0b506,wallet,syn_w_000000000000070a,2026-07-05T00:08:47.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a5_000000001ba0d3f5,wallet,syn_w_000000000000070b,2026-07-05T00:09:04.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a6_000000001ba0f2e4,wallet,syn_w_000000000000070c,2026-07-05T00:09:21.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a7_000000001ba111d3,wallet,syn_w_000000000000070d,2026-07-05T00:09:38.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a8_000000001ba130c2,wallet,syn_w_000000000000070e,2026-07-05T00:09:55.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4a9_000000001ba14fb1,wallet,syn_w_000000000000070f,2026-07-05T00:10:12.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4aa_000000001ba16ea0,wallet,syn_w_0000000000000710,2026-07-05T00:10:29.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ab_000000001ba18d8f,wallet,syn_w_0000000000000711,2026-07-05T00:10:46.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ac_000000001ba1ac7e,wallet,syn_w_0000000000000712,2026-07-05T00:11:03.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ad_000000001ba1cb6d,wallet,syn_w_0000000000000709,2026-07-05T00:11:20.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ae_000000001ba1ea5c,wallet,syn_w_000000000000070a,2026-07-05T00:11:37.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4af_000000001ba2094b,wallet,syn_w_000000000000070b,2026-07-05T00:11:54.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b0_000000001ba2283a,wallet,syn_w_000000000000070c,2026-07-05T00:12:11.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b1_000000001ba24729,wallet,syn_w_000000000000070d,2026-07-05T00:12:28.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b2_000000001ba26618,wallet,syn_w_000000000000070e,2026-07-05T00:12:45.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b3_000000001ba28507,wallet,syn_w_000000000000070f,2026-07-05T00:13:02.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b4_000000001ba2a3f6,wallet,syn_w_0000000000000710,2026-07-05T00:13:19.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b5_000000001ba2c2e5,wallet,syn_w_0000000000000711,2026-07-05T00:13:36.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b6_000000001ba2e1d4,wallet,syn_w_0000000000000712,2026-07-05T00:13:53.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b7_000000001ba300c3,wallet,syn_w_0000000000000709,2026-07-05T00:14:10.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b8_000000001ba31fb2,wallet,syn_w_000000000000070a,2026-07-05T00:14:27.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4b9_000000001ba33ea1,wallet,syn_w_000000000000070b,2026-07-05T00:14:44.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ba_000000001ba35d90,wallet,syn_w_000000000000070c,2026-07-05T00:15:01.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4bb_000000001ba37c7f,wallet,syn_w_000000000000070d,2026-07-05T00:15:18.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4bc_000000001ba39b6e,wallet,syn_w_000000000000070e,2026-07-05T00:15:35.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4bd_000000001ba3ba5d,wallet,syn_w_000000000000070f,2026-07-05T00:15:52.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4be_000000001ba3d94c,wallet,syn_w_0000000000000710,2026-07-05T00:16:09.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4bf_000000001ba3f83b,wallet,syn_w_0000000000000711,2026-07-05T00:16:26.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c0_000000001ba4172a,wallet,syn_w_0000000000000712,2026-07-05T00:16:43.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c1_000000001ba43619,wallet,syn_w_0000000000000709,2026-07-05T00:17:00.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c2_000000001ba45508,wallet,syn_w_000000000000070a,2026-07-05T00:17:17.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c3_000000001ba473f7,wallet,syn_w_000000000000070b,2026-07-05T00:17:34.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c4_000000001ba492e6,wallet,syn_w_000000000000070c,2026-07-05T00:17:51.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c5_000000001ba4b1d5,wallet,syn_w_000000000000070d,2026-07-05T00:18:08.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c6_000000001ba4d0c4,wallet,syn_w_000000000000070e,2026-07-05T00:18:25.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c7_000000001ba4efb3,wallet,syn_w_000000000000070f,2026-07-05T00:18:42.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c8_000000001ba50ea2,wallet,syn_w_0000000000000710,2026-07-05T00:18:59.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4c9_000000001ba52d91,wallet,syn_w_0000000000000711,2026-07-05T00:19:16.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ca_000000001ba54c80,wallet,syn_w_0000000000000712,2026-07-05T00:19:33.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4cb_000000001ba56b6f,wallet,syn_w_0000000000000709,2026-07-05T00:19:50.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4cc_000000001ba58a5e,wallet,syn_w_000000000000070a,2026-07-05T00:20:07.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4cd_000000001ba5a94d,wallet,syn_w_000000000000070b,2026-07-05T00:20:24.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ce_000000001ba5c83c,wallet,syn_w_000000000000070c,2026-07-05T00:20:41.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4cf_000000001ba5e72b,wallet,syn_w_000000000000070d,2026-07-05T00:20:58.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d0_000000001ba6061a,wallet,syn_w_000000000000070e,2026-07-05T00:21:15.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d1_000000001ba62509,wallet,syn_w_000000000000070f,2026-07-05T00:21:32.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d2_000000001ba643f8,wallet,syn_w_0000000000000710,2026-07-05T00:21:49.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d3_000000001ba662e7,wallet,syn_w_0000000000000711,2026-07-05T00:22:06.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d4_000000001ba681d6,wallet,syn_w_0000000000000712,2026-07-05T00:22:23.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d5_000000001ba6a0c5,wallet,syn_w_0000000000000709,2026-07-05T00:22:40.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d6_000000001ba6bfb4,wallet,syn_w_000000000000070a,2026-07-05T00:22:57.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d7_000000001ba6dea3,wallet,syn_w_000000000000070b,2026-07-05T00:23:14.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d8_000000001ba6fd92,wallet,syn_w_000000000000070c,2026-07-05T00:23:31.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4d9_000000001ba71c81,wallet,syn_w_000000000000070d,2026-07-05T00:23:48.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4da_000000001ba73b70,wallet,syn_w_000000000000070e,2026-07-05T00:24:05.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4db_000000001ba75a5f,wallet,syn_w_000000000000070f,2026-07-05T00:24:22.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4dc_000000001ba7794e,wallet,syn_w_0000000000000710,2026-07-05T00:24:39.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4dd_000000001ba7983d,wallet,syn_w_0000000000000711,2026-07-05T00:24:56.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4de_000000001ba7b72c,wallet,syn_w_0000000000000712,2026-07-05T00:25:13.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4df_000000001ba7d61b,wallet,syn_w_0000000000000709,2026-07-05T00:25:30.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e0_000000001ba7f50a,wallet,syn_w_000000000000070a,2026-07-05T00:25:47.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e1_000000001ba813f9,wallet,syn_w_000000000000070b,2026-07-05T00:26:04.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e2_000000001ba832e8,wallet,syn_w_000000000000070c,2026-07-05T00:26:21.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e3_000000001ba851d7,wallet,syn_w_000000000000070d,2026-07-05T00:26:38.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e4_000000001ba870c6,wallet,syn_w_000000000000070e,2026-07-05T00:26:55.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e5_000000001ba88fb5,wallet,syn_w_000000000000070f,2026-07-05T00:27:12.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e6_000000001ba8aea4,wallet,syn_w_0000000000000710,2026-07-05T00:27:29.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e7_000000001ba8cd93,wallet,syn_w_0000000000000711,2026-07-05T00:27:46.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e8_000000001ba8ec82,wallet,syn_w_0000000000000712,2026-07-05T00:28:03.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4e9_000000001ba90b71,wallet,syn_w_00000000000007d1,2026-07-13T00:00:00.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ea_000000001ba92a60,wallet,syn_w_00000000000007d2,2026-07-13T00:00:17.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4eb_000000001ba9494f,wallet,syn_w_00000000000007d3,2026-07-13T00:00:34.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ec_000000001ba9683e,wallet,syn_w_00000000000007d4,2026-07-13T00:00:51.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ed_000000001ba9872d,wallet,syn_w_00000000000007d5,2026-07-13T00:01:08.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ee_000000001ba9a61c,wallet,syn_w_00000000000007d6,2026-07-13T00:01:25.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ef_000000001ba9c50b,wallet,syn_w_00000000000007d7,2026-07-13T00:01:42.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f0_000000001ba9e3fa,wallet,syn_w_00000000000007d8,2026-07-13T00:01:59.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f1_000000001baa02e9,wallet,syn_w_00000000000007d9,2026-07-13T00:02:16.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f2_000000001baa21d8,wallet,syn_w_00000000000007da,2026-07-13T00:02:33.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f3_000000001baa40c7,wallet,syn_w_00000000000007d1,2026-07-13T00:02:50.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f4_000000001baa5fb6,wallet,syn_w_00000000000007d2,2026-07-13T00:03:07.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f5_000000001baa7ea5,wallet,syn_w_00000000000007d3,2026-07-13T00:03:24.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f6_000000001baa9d94,wallet,syn_w_00000000000007d4,2026-07-13T00:03:41.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f7_000000001baabc83,wallet,syn_w_00000000000007d5,2026-07-13T00:03:58.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f8_000000001baadb72,wallet,syn_w_00000000000007d6,2026-07-13T00:04:15.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4f9_000000001baafa61,wallet,syn_w_00000000000007d7,2026-07-13T00:04:32.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4fa_000000001bab1950,wallet,syn_w_00000000000007d8,2026-07-13T00:04:49.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4fb_000000001bab383f,wallet,syn_w_00000000000007d9,2026-07-13T00:05:06.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4fc_000000001bab572e,wallet,syn_w_00000000000007da,2026-07-13T00:05:23.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4fd_000000001bab761d,wallet,syn_w_00000000000007d1,2026-07-13T00:05:40.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4fe_000000001bab950c,wallet,syn_w_00000000000007d2,2026-07-13T00:05:57.000Z,1,RAPID_HOP,critical
syn_evt_00000000e4ff_000000001babb3fb,wallet,syn_w_00000000000007d3,2026-07-13T00:06:14.000Z,1,RAPID_HOP,critical
syn_evt_00000000e500_000000001babd2ea,wallet,syn_w_00000000000007d4,2026-07-13T00:06:31.000Z,1,RAPID_HOP,critical
syn_evt_00000000e501_000000001babf1d9,wallet,syn_w_00000000000007d5,2026-07-13T00:06:48.000Z,1,RAPID_HOP,critical
syn_evt_00000000e502_000000001bac10c8,wallet,syn_w_00000000000007d6,2026-07-13T00:07:05.000Z,1,RAPID_HOP,critical
syn_evt_00000000e503_000000001bac2fb7,wallet,syn_w_00000000000007d7,2026-07-13T00:07:22.000Z,1,RAPID_HOP,critical
syn_evt_00000000e504_000000001bac4ea6,wallet,syn_w_00000000000007d8,2026-07-13T00:07:39.000Z,1,RAPID_HOP,critical
syn_evt_00000000e505_000000001bac6d95,wallet,syn_w_00000000000007d9,2026-07-13T00:07:56.000Z,1,RAPID_HOP,critical
syn_evt_00000000e506_000000001bac8c84,wallet,syn_w_00000000000007da,2026-07-13T00:08:13.000Z,1,RAPID_HOP,critical
syn_evt_00000000e507_000000001bacab73,wallet,syn_w_00000000000007d1,2026-07-13T00:08:30.000Z,1,RAPID_HOP,critical
syn_evt_00000000e508_000000001bacca62,wallet,syn_w_00000000000007d2,2026-07-13T00:08:47.000Z,1,RAPID_HOP,critical
syn_evt_00000000e509_000000001bace951,wallet,syn_w_00000000000007d3,2026-07-13T00:09:04.000Z,1,RAPID_HOP,critical
syn_evt_00000000e50a_000000001bad0840,wallet,syn_w_00000000000007d4,2026-07-13T00:09:21.000Z,1,RAPID_HOP,critical
syn_evt_00000000e50b_000000001bad272f,wallet,syn_w_00000000000007d5,2026-07-13T00:09:38.000Z,1,RAPID_HOP,critical
syn_evt_00000000e50c_000000001bad461e,wallet,syn_w_00000000000007d6,2026-07-13T00:09:55.000Z,1,RAPID_HOP,critical
syn_evt_00000000e50d_000000001bad650d,wallet,syn_w_00000000000007d7,2026-07-13T00:10:12.000Z,1,RAPID_HOP,critical
syn_evt_00000000e50e_000000001bad83fc,wallet,syn_w_00000000000007d8,2026-07-13T00:10:29.000Z,1,RAPID_HOP,critical
syn_evt_00000000e50f_000000001bada2eb,wallet,syn_w_00000000000007d9,2026-07-13T00:10:46.000Z,1,RAPID_HOP,critical
syn_evt_00000000e510_000000001badc1da,wallet,syn_w_00000000000007da,2026-07-13T00:11:03.000Z,1,RAPID_HOP,critical
syn_evt_00000000e511_000000001bade0c9,wallet,syn_w_00000000000007d1,2026-07-13T00:11:20.000Z,1,RAPID_HOP,critical
syn_evt_00000000e512_000000001badffb8,wallet,syn_w_00000000000007d2,2026-07-13T00:11:37.000Z,1,RAPID_HOP,critical
syn_evt_00000000e513_000000001bae1ea7,wallet,syn_w_00000000000007d3,2026-07-13T00:11:54.000Z,1,RAPID_HOP,critical
syn_evt_00000000e514_000000001bae3d96,wallet,syn_w_00000000000007d4,2026-07-13T00:12:11.000Z,1,RAPID_HOP,critical
syn_evt_00000000e515_000000001bae5c85,wallet,syn_w_00000000000007d5,2026-07-13T00:12:28.000Z,1,RAPID_HOP,critical
syn_evt_00000000e516_000000001bae7b74,wallet,syn_w_00000000000007d6,2026-07-13T00:12:45.000Z,1,RAPID_HOP,critical
syn_evt_00000000e517_000000001bae9a63,wallet,syn_w_00000000000007d7,2026-07-13T00:13:02.000Z,1,RAPID_HOP,critical
syn_evt_00000000e518_000000001baeb952,wallet,syn_w_00000000000007d8,2026-07-13T00:13:19.000Z,1,RAPID_HOP,critical
syn_evt_00000000e519_000000001baed841,wallet,syn_w_00000000000007d9,2026-07-13T00:13:36.000Z,1,RAPID_HOP,critical
syn_evt_00000000e51a_000000001baef730,wallet,syn_w_00000000000007da,2026-07-13T00:13:53.000Z,1,RAPID_HOP,critical
syn_evt_00000000e51b_000000001baf161f,wallet,syn_w_00000000000007d1,2026-07-13T00:14:10.000Z,1,RAPID_HOP,critical
syn_evt_00000000e51c_000000001baf350e,wallet,syn_w_00000000000007d2,2026-07-13T00:14:27.000Z,1,RAPID_HOP,critical
syn_evt_00000000e51d_000000001baf53fd,wallet,syn_w_00000000000007d3,2026-07-13T00:14:44.000Z,1,RAPID_HOP,critical
syn_evt_00000000e51e_000000001baf72ec,wallet,syn_w_00000000000007d4,2026-07-13T00:15:01.000Z,1,RAPID_HOP,critical
syn_evt_00000000e51f_000000001baf91db,wallet,syn_w_00000000000007d5,2026-07-13T00:15:18.000Z,1,RAPID_HOP,critical
syn_evt_00000000e520_000000001bafb0ca,wallet,syn_w_00000000000007d6,2026-07-13T00:15:35.000Z,1,RAPID_HOP,critical
syn_evt_00000000e521_000000001bafcfb9,wallet,syn_w_00000000000007d7,2026-07-13T00:15:52.000Z,1,RAPID_HOP,critical
syn_evt_00000000e522_000000001bafeea8,wallet,syn_w_00000000000007d8,2026-07-13T00:16:09.000Z,1,RAPID_HOP,critical
syn_evt_00000000e523_000000001bb00d97,wallet,syn_w_00000000000007d9,2026-07-13T00:16:26.000Z,1,RAPID_HOP,critical
syn_evt_00000000e524_000000001bb02c86,wallet,syn_w_00000000000007da,2026-07-13T00:16:43.000Z,1,RAPID_HOP,critical
syn_evt_00000000e525_000000001bb04b75,wallet,syn_w_00000000000007d1,2026-07-13T00:17:00.000Z,1,RAPID_HOP,critical
syn_evt_00000000e526_000000001bb06a64,wallet,syn_w_00000000000007d2,2026-07-13T00:17:17.000Z,1,RAPID_HOP,critical
syn_evt_00000000e527_000000001bb08953,wallet,syn_w_00000000000007d3,2026-07-13T00:17:34.000Z,1,RAPID_HOP,critical
syn_evt_00000000e528_000000001bb0a842,wallet,syn_w_00000000000007d4,2026-07-13T00:17:51.000Z,1,RAPID_HOP,critical
syn_evt_00000000e529_000000001bb0c731,wallet,syn_w_00000000000007d5,2026-07-13T00:18:08.000Z,1,RAPID_HOP,critical
syn_evt_00000000e52a_000000001bb0e620,wallet,syn_w_00000000000007d6,2026-07-13T00:18:25.000Z,1,RAPID_HOP,critical
syn_evt_00000000e52b_000000001bb1050f,wallet,syn_w_00000000000007d7,2026-07-13T00:18:42.000Z,1,RAPID_HOP,critical
syn_evt_00000000e52c_000000001bb123fe,wallet,syn_w_00000000000007d8,2026-07-13T00:18:59.000Z,1,RAPID_HOP,critical
syn_evt_00000000e52d_000000001bb142ed,wallet,syn_w_00000000000007d9,2026-07-13T00:19:16.000Z,1,RAPID_HOP,critical
syn_evt_00000000e52e_000000001bb161dc,wallet,syn_w_00000000000007da,2026-07-13T00:19:33.000Z,1,RAPID_HOP,critical
syn_evt_00000000e52f_000000001bb180cb,wallet,syn_w_00000000000007d1,2026-07-13T00:19:50.000Z,1,RAPID_HOP,critical
syn_evt_00000000e530_000000001bb19fba,wallet,syn_w_00000000000007d2,2026-07-13T00:20:07.000Z,1,RAPID_HOP,critical
syn_evt_00000000e531_000000001bb1bea9,wallet,syn_w_00000000000007d3,2026-07-13T00:20:24.000Z,1,RAPID_HOP,critical
syn_evt_00000000e532_000000001bb1dd98,wallet,syn_w_00000000000007d4,2026-07-13T00:20:41.000Z,1,RAPID_HOP,critical
syn_evt_00000000e533_000000001bb1fc87,wallet,syn_w_00000000000007d5,2026-07-13T00:20:58.000Z,1,RAPID_HOP,critical
syn_evt_00000000e534_000000001bb21b76,wallet,syn_w_0000000000000899,2026-07-20T00:00:00.000Z,1,RAPID_HOP,critical
syn_evt_00000000e535_000000001bb23a65,wallet,syn_w_000000000000089a,2026-07-20T00:00:17.000Z,1,RAPID_HOP,critical
syn_evt_00000000e536_000000001bb25954,wallet,syn_w_000000000000089b,2026-07-20T00:00:34.000Z,1,RAPID_HOP,critical
syn_evt_00000000e537_000000001bb27843,wallet,syn_w_000000000000089c,2026-07-20T00:00:51.000Z,1,RAPID_HOP,critical
syn_evt_00000000e538_000000001bb29732,wallet,syn_w_000000000000089d,2026-07-20T00:01:08.000Z,1,RAPID_HOP,critical
syn_evt_00000000e539_000000001bb2b621,wallet,syn_w_000000000000089e,2026-07-20T00:01:25.000Z,1,RAPID_HOP,critical
syn_evt_00000000e53a_000000001bb2d510,wallet,syn_w_000000000000089f,2026-07-20T00:01:42.000Z,1,RAPID_HOP,critical
syn_evt_00000000e53b_000000001bb2f3ff,wallet,syn_w_00000000000008a0,2026-07-20T00:01:59.000Z,1,RAPID_HOP,critical
syn_evt_00000000e53c_000000001bb312ee,wallet,syn_w_00000000000008a1,2026-07-20T00:02:16.000Z,1,RAPID_HOP,critical
syn_evt_00000000e53d_000000001bb331dd,wallet,syn_w_00000000000008a2,2026-07-20T00:02:33.000Z,1,RAPID_HOP,critical
syn_evt_00000000e53e_000000001bb350cc,wallet,syn_w_0000000000000899,2026-07-20T00:02:50.000Z,1,RAPID_HOP,critical
syn_evt_00000000e53f_000000001bb36fbb,wallet,syn_w_000000000000089a,2026-07-20T00:03:07.000Z,1,RAPID_HOP,critical
syn_evt_00000000e540_000000001bb38eaa,wallet,syn_w_000000000000089b,2026-07-20T00:03:24.000Z,1,RAPID_HOP,critical
syn_evt_00000000e541_000000001bb3ad99,wallet,syn_w_000000000000089c,2026-07-20T00:03:41.000Z,1,RAPID_HOP,critical
syn_evt_00000000e542_000000001bb3cc88,wallet,syn_w_000000000000089d,2026-07-20T00:03:58.000Z,1,RAPID_HOP,critical
syn_evt_00000000e543_000000001bb3eb77,wallet,syn_w_000000000000089e,2026-07-20T00:04:15.000Z,1,RAPID_HOP,critical
syn_evt_00000000e544_000000001bb40a66,wallet,syn_w_000000000000089f,2026-07-20T00:04:32.000Z,1,RAPID_HOP,critical
syn_evt_00000000e545_000000001bb42955,wallet,syn_w_00000000000008a0,2026-07-20T00:04:49.000Z,1,RAPID_HOP,critical
syn_evt_00000000e546_000000001bb44844,wallet,syn_w_00000000000008a1,2026-07-20T00:05:06.000Z,1,RAPID_HOP,critical
syn_evt_00000000e547_000000001bb46733,wallet,syn_w_00000000000008a2,2026-07-20T00:05:23.000Z,1,RAPID_HOP,critical
syn_evt_00000000e548_000000001bb48622,wallet,syn_w_0000000000000899,2026-07-20T00:05:40.000Z,1,RAPID_HOP,critical
syn_evt_00000000e549_000000001bb4a511,wallet,syn_w_000000000000089a,2026-07-20T00:05:57.000Z,1,RAPID_HOP,critical
syn_evt_00000000e54a_000000001bb4c400,wallet,syn_w_000000000000089b,2026-07-20T00:06:14.000Z,1,RAPID_HOP,critical
syn_evt_00000000e54b_000000001bb4e2ef,wallet,syn_w_000000000000089c,2026-07-20T00:06:31.000Z,1,RAPID_HOP,critical
syn_evt_00000000e54c_000000001bb501de,wallet,syn_w_000000000000089d,2026-07-20T00:06:48.000Z,1,RAPID_HOP,critical
syn_evt_00000000e54d_000000001bb520cd,wallet,syn_w_000000000000089e,2026-07-20T00:07:05.000Z,1,RAPID_HOP,critical
syn_evt_00000000e54e_000000001bb53fbc,wallet,syn_w_000000000000089f,2026-07-20T00:07:22.000Z,1,RAPID_HOP,critical
syn_evt_00000000e54f_000000001bb55eab,wallet,syn_w_00000000000008a0,2026-07-20T00:07:39.000Z,1,RAPID_HOP,critical
syn_evt_00000000e550_000000001bb57d9a,wallet,syn_w_00000000000008a1,2026-07-20T00:07:56.000Z,1,RAPID_HOP,critical
syn_evt_00000000e551_000000001bb59c89,wallet,syn_w_00000000000008a2,2026-07-20T00:08:13.000Z,1,RAPID_HOP,critical
